4871.archive|DLT206 + mss
7669.comment|
7673.date|959468820
7687.comment|no data in ; junk
7699.date|959526480
7905.energy|5.65 GeV
8004.filename|r8004.evt
8105.comment|
8318.size|1087.0 Mb
8357.trigger|Standard Data
8439.filename|r8439.evt
8471.size|65.1 Mb
8673.comment|
8721.filename|r8721.evt
5032.size|124.8 Mb
7460.uconn.pvfs0.date|970635780
7529.uconn.pvfs0.date|970781640
7564.uconn.pvfs0.size|0
7696.uconn.pvfs0.size|330384900
7791.hpss.filename|r7791.evt
7915.uconn.pvfs0.filename|r7915
8357.hpss.date|971324820
8417.hpss.size|1134690304
7791.jlab.jcache.date|972142020
8081.jlab.jcache.filename|r8081.evt
8188.jlab.jcache.filename|r8188.evt
7625.jlab.scratch.date|964317060
8231.uconn.pvfs0.size|944472064
8070.jlab.jcache.size|192937984
8156.jlab.jcache.date|972574800
8496.jlab.jcache.filename|r8496.evt
8274.uconn.pvfs0.date|972666900
7649.epics.bpm_2_x|-0.592
7680.epics.TimeStamp|Sat May 27 11
7680.epics.thermionic gun|-50.000
7704.epics.B slit position|17.00
7776.epics.tagger voltage|106.20
7798.epics.tagger voltage|106.00
7800.epics.tagger voltage|105.80
7856.epics.beam energy|5653
7863.epics.Helium pressure|0.87
7870.epics.Halo R upstream|908
7883.epics.Halo L upstream|761
7903.epics.bpm_2_i|130.228
7935.epics.Radiator A|0.00
7952.epics.Tagger dump R|1110447
7984.epics.Helium pressure|0.69
7997.epics.beam energy|5653
8009.epics.Tagger dump R|962017
8080.epics.Radiator A|0.00
8091.epics.Master OR|21232161
8102.epics.TimeStamp|Sun Jun 11 03
8136.epics.Halo L upstream|0
8138.epics.Helium pressure|0.64
8189.epics.Radiator A|0.00
8209.epics.TimeStamp|Fri Jun 16 08
8272.epics.Halo U upstream|262
8316.epics.Halo D upstream|11684
8323.epics.Tagger dump U|0
8332.epics.bpm_1_y|0.618
8412.epics.bpm_1_x|-1.465
8415.epics.Radiator C|0.00
8442.epics.Master OR|32785291
8461.epics.beam current|6.586
8462.epics.bpm_1_i|7.107
8497.epics.Radiator A|1.00
8505.epics.Helium pressure|0.77
8512.epics.Halo R upstream|1106
8528.epics.beam current|77.362
8533.epics.C slit position|-1.00
8533.epics.Tagger dump L|0
8556.epics.Radiator A|1.00
8580.epics.Radiator B|0.00
8600.epics.Halo L upstream|1010
8674.epics.TimeStamp|Thu Jul 27 23
8689.epics.Radiator D|0.00
8707.epics.beam energy|5653
8370.timecorr|2657.87476
7481.time|0.
8310.time|4350.79346
8479.time|10810.1641
5129.size|225 Mb
5238.energy|4 GeV
5260.comment|More statistics... 
5267.trigger|Standard Data
5289.trigger|Standard Data
5380.trigger|Standard Data
5387.comment|accelerator shutdown at 14
5632.archive|mss
6710.archive|mss
6792.date|933680040
7375.archive|mss
7456.energy|5.65 GeV
7625.energy|5.65 GeV
7765.filename|r7765.evt
7817.filename|r7817.evt
7934.size|917.6 Mb
7953.date|960102300
8008.date|960189780
8081.size|1065.9 Mb
8162.filename|r8162.evt
8188.size|536.4 Mb
8371.comment|
8376.trigger|Standard Data
8435.date|962316960
8459.archive|mss
8496.size|1.2 Mb
8557.size|1091.1 Mb
8658.filename|r8658.evt
5104.archive|mss
7424.uconn.pvfs0.size|438961820
7789.hpss.size|1088552960
7902.uconn.pvfs0.date|971114880
8164.hpss.size|1027538944
8289.uconn.pvfs0.filename|r8289
8547.uconn.pvfs1.size|950177792
7667.epics.beam current|0.034
7689.epics.beam current|0.040
7734.epics.bpm_1_i|0.063
7734.epics.tagger current|2046.66
7834.epics.C slit position|8.00
7842.epics.bpm_1_y|0.582
7846.epics.Halo R upstream|1853
7884.epics.bpm_2_x|-0.607
7935.epics.Radiator B|1.00
7963.epics.Halo D upstream|11029
7974.epics.Master OR|33326670
8000.epics.C slit position|8.00
8023.epics.Master OR|18
8076.epics.bpm_1_i|127.177
8076.epics.tagger current|2046.66
8080.epics.Radiator B|1.00
8090.epics.beam energy|5653
8093.epics.bpm_2_y|0.190
8098.epics.bpm_1_i|129.702
8098.epics.tagger current|2046.66
8111.epics.Halo R upstream|0
8115.epics.bpm_1_y|0.636
8131.epics.bpm_2_x|-0.541
8161.epics.Tagger dump R|0
8177.epics.Radiator C|0.00
8189.epics.Radiator B|1.00
8200.epics.beam current|74.419
8339.epics.Helium pressure|0.55
8346.epics.B slit position|16.46
8389.epics.Halo U upstream|8949
8398.epics.Tagger dump L|4177
8410.epics.Helium pressure|0.72
8415.epics.Radiator out|0
8440.epics.bpm_2_y|0.152
8443.epics.beam energy|5653
8497.epics.Radiator B|0.00
8542.epics.bpm_1_i|75.787
8542.epics.tagger current|2045.00
8549.epics.bpm_2_y|0.236
8556.epics.Radiator B|0.00
8580.epics.Radiator A|1.00
7468.timecorr|442.128998
7521.timecorr|748.528992
7639.timecorr|13.3417854
7712.timecorr|651.074524
7475.time|1152.34009
7602.time|1417.62012
8261.time|288.910004
4894.date|892714140
5027.size|628 Mb
5141.date|897898140
5246.archive|mss
5318.energy|4 GeV
5420.trigger|Standard Data
6214.energy|5.5 GeV
6358.size|73.5 Mb
6488.comment|raised BSD threshold from 0x8C to 0xff
6620.size|193.5 Mb
6747.comment|2nA
6751.archive|mss
7300.comment|
7499.energy|5.65 GeV
7554.date|959321700
7572.energy|5.65 GeV
7581.trigger|Standard Data
7684.energy|5.65 GeV
7910.archive|mss + hpss
7924.comment|
8051.comment|dummy run
8106.energy|5.65 GeV
8190.comment|
8214.trigger|min bias (cosmics)
8309.size|807.5 Mb
8327.filename|r8327.evt
8397.archive|mss + hpss
8406.size|1068.7 Mb
8482.comment|
8565.comment|very small run
8643.trigger|Standard Data
8670.energy|5.65 GeV
7435.uconn.pvfs0.date|970621800
7588.uconn.pvfs0.filename|r7588
8598.hpss.size|1130233856
8636.hpss.date|969906720
7766.hpss.filename|r7766.itape
7943.jlab.jcache.size|615514112
8174.uconn.pvfs0.filename|r8174
8043.jlab.jcache.filename|r8043.evt
8400.uconn.pvfs1.date|972574020
8540.uconn.pvfs1.filename|r8540
7975.uconn.pvfs0.size|10587072
8022.uconn.pvfs0.size|62627448
8449.uconn.pvfs1.filename|r8449
7683.epics.B slit position|17.00
7756.epics.Halo U upstream|34130
7842.epics.bpm_1_x|-1.431
7857.epics.TimeStamp|Wed May 31 21
7884.epics.bpm_2_y|0.220
7885.epics.Tagger dump U|1628787
7890.epics.bpm_1_i|0.000
7935.epics.Radiator C|0.00
7996.epics.TimeStamp|Sun Jun  4 17
8011.epics.Helium pressure|0.86
8035.epics.Master OR|19
8058.epics.Halo U upstream|6
8063.epics.Radiator D|0.00
8080.epics.Radiator C|0.00
8089.epics.Radiator D|0.00
8093.epics.bpm_2_x|-0.593
8101.epics.B slit position|15.97
8115.epics.bpm_1_x|1.509
8130.epics.Tagger dump U|0
8131.epics.bpm_2_y|0.110
8177.epics.Radiator B|1.00
8180.epics.Radiator D|0.00
8189.epics.Radiator C|0.00
8199.epics.Halo U upstream|10082
8244.epics.bpm_1_i|0.000
8258.epics.bpm_2_i|76.621
8288.epics.beam energy|5653
8294.epics.C slit position|-1.00
8314.epics.Halo D upstream|11142
8339.epics.A slit position|-1.00
8345.epics.beam energy|5653
8400.epics.Halo L upstream|866
8410.epics.A slit position|-1.00
8415.epics.Radiator A|1.00
8440.epics.bpm_2_x|-0.002
8465.epics.Tagger dump R|25783
8497.epics.Radiator C|0.00
8526.epics.Radiator out|0
8549.epics.bpm_2_x|-0.043
8556.epics.Radiator C|0.00
8582.epics.Halo U upstream|23912
8677.epics.B slit position|16.75
8682.epics.Master OR|21945221
8706.epics.TimeStamp|Mon Jul 31 13
8307.timecorr|7.09993267
8408.timecorr|2234.81738
8367.time|5609.41162
5291.size|215 Mb
5521.comment|junk run 
5553.trigger|Standard Data
5556.filename|r5556.evt
5632.energy|4 GeV
6222.archive|mss
6299.trigger|Standard Data
6425.comment|beam at 5 nA
6446.archive|mss
6571.filename|r6571.evt
6574.trigger|Standard Data
6637.date|933076020
6710.energy|5.5 GeV
7247.archive|mss
7347.comment|UPV out--end run at 100K events
7375.energy|5.65 GeV
7511.trigger|Standard Data
7514.filename|r7514.evt
7523.comment|
7609.trigger|Standard Data
7700.trigger|Standard Data
7705.filename|r7705.evt
7710.comment|
7824.size|652.2 Mb
8010.size|1101.1 Mb
8170.archive|mss
8219.archive|mss
8415.date|962211300
8459.energy|5.65 GeV
5104.energy|4 GeV
5114.comment|
7492.uconn.pvfs0.date|970680480
7579.uconn.pvfs0.date|970821900
7642.uconn.pvfs0.size|330784992
7661.uconn.pvfs0.date|970763040
7844.hpss.size|289406976
8176.hpss.date|972081360
8527.uconn.pvfs1.filename|r8527
8596.uconn.pvfs1.size|933736448
8648.hpss.date|970043100
8654.hpss.filename|r8654.evt
7769.hpss.filename|r7769.itape
7783.hpss.filename|r7783.itape
8206.uconn.pvfs0.date|972564120
8042.jlab.jcache.filename|r8042.evt
8234.jlab.jcache.date|972574920
8315.uconn.pvfs1.date|972574860
7679.jlab.jcache.date|972576180
8695.uconn.pvfs1.size|256905216
8221.uconn.pvfs0.size|0
7657.epics.B slit position|17.00
7659.epics.beam energy|5653
7661.epics.beam current|0.040
7787.epics.tagger current|2046.66
7854.epics.bpm_2_y|0.214
7872.epics.TimeStamp|Thu Jun  1 02
7885.epics.Tagger dump R|1403682
7898.epics.TimeStamp|Thu Jun  1 22
7903.epics.Master OR|23030640
7935.epics.Radiator D|0.00
7944.epics.A slit position|-1.00
7965.epics.bpm_2_x|0.000
7978.epics.Halo R upstream|911
7995.epics.bpm_2_y|0.222
8018.epics.bpm_2_x|0.000
8063.epics.Radiator C|0.00
8080.epics.Radiator D|0.00
8089.epics.Radiator C|0.00
8092.epics.bpm_1_y|0.591
8123.epics.Halo U upstream|8926
8129.epics.bpm_2_y|0.146
8130.epics.Tagger dump R|697823
8145.epics.bpm_1_x|-1.471
8180.epics.Radiator C|0.00
8189.epics.Radiator D|0.00
8206.epics.beam current|78.657
8252.epics.B slit position|16.48
8294.epics.bpm_1_i|76.388
8312.epics.bpm_2_i|79.449
8366.epics.Halo D upstream|11171
8373.epics.Halo R upstream|762
8404.epics.Radiator out|0
8441.epics.bpm_1_y|0.529
8465.epics.Tagger dump U|0
8497.epics.Radiator D|0.00
8510.epics.TimeStamp|Sat Jul 15 19
8548.epics.bpm_1_y|0.560
8556.epics.Radiator D|0.00
8578.epics.bpm_1_x|-1.453
8592.epics.bpm_1_x|0.000
8639.epics.TimeStamp|Tue Jul 25 10
8650.epics.tagger current|2045.00
8653.epics.Tagger dump L|704
8654.epics.Helium pressure|0.65
8689.epics.Radiator A|1.00
8691.epics.bpm_1_x|-1.463
8705.epics.bpm_2_y|0.161
8405.timecorr|2701.03369
8300.time|15244.6084
4637.comment| 
5006.archive|no
5058.filename|r5058.evt
5169.energy|off
5249.filename|r5249.evt
5251.trigger|Standard Data
6511.energy|5.5 GeV
6600.size|21.8 Mb
6605.archive|mss
6709.size|6.9 Mb
6731.date|933390240
7729.date|959556840
7760.comment|trigger trouble
7812.comment|cosmics
7897.energy|5.65 GeV
7930.date|960041160
8085.date|960624840
8167.comment|
8243.energy|no beam
8362.trigger|Standard Data
8398.filename|r8398.evt
8462.size|80.7 Mb
8467.archive|mss
8492.date|963566040
8553.date|963968700
8636.energy|5.65 GeV
7534.energy|5.65 GeV
7599.uconn.pvfs0.size|336959696
7722.uconn.pvfs0.filename|r7722
7762.uconn.pvfs0.size|15680344
7788.uconn.pvfs0.size|271494744
7810.uconn.pvfs0.size|3836100
7931.hpss.size|752221368
7954.hpss.date|971423520
8432.hpss.date|971887800
8493.hpss.size|1131151360
8552.hpss.size|1142292480
8611.hpss.filename|r8611.evt
7768.jlab.jcache.date|972141660
8104.jlab.jcache.filename|r8104.evt
7415.jlab.scratch.size|359661568
8187.uconn.pvfs0.filename|r8187
8165.uconn.pvfs0.size|0
7570.jlab.jcache.filename|r7570.evt
8672.jlab.jcache.filename|r8672.evt
8064.uconn.pvfs0.filename|r8064
8464.uconn.pvfs1.date|972666180
7660.epics.A slit position|8.00
7751.epics.bpm_1_i|0.070
7755.epics.Halo R upstream|3705
7854.epics.Halo L upstream|761
7854.epics.bpm_2_x|-0.588
7921.epics.bpm_2_i|0.000
7944.epics.Helium pressure|0.54
7965.epics.bpm_2_y|0.000
7977.epics.Master OR|22
7995.epics.Halo L upstream|756
7995.epics.bpm_2_x|-0.596
8018.epics.bpm_2_y|0.000
8048.epics.Radiator A|0.00
8054.epics.bpm_2_i|0.000
8063.epics.Radiator B|0.00
8089.epics.Radiator B|1.00
8092.epics.bpm_1_x|-2.195
8127.epics.beam energy|5653
8129.epics.Halo L upstream|708
8129.epics.bpm_2_x|-0.548
8141.epics.Radiator A|0.00
8145.epics.bpm_1_y|0.551
8161.epics.Tagger dump U|0
8177.epics.Radiator D|0.00
8180.epics.Radiator B|1.00
8195.epics.bpm_2_i|66.649
8207.epics.A slit position|-1.00
8289.epics.beam current|77.573
8304.epics.TimeStamp|Tue Jun 20 21
8344.epics.beam current|77.631
8353.epics.Radiator out|0
8381.epics.Halo D upstream|12159
8441.epics.bpm_1_x|-1.396
8464.epics.tagger current|2045.00
8531.epics.Halo U upstream|9218
8548.epics.bpm_1_x|-1.396
8560.epics.bpm_2_i|77.423
8578.epics.bpm_1_y|0.531
8581.epics.Halo R upstream|864
8592.epics.bpm_1_y|0.000
8596.epics.Radiator A|1.00
8691.epics.bpm_1_y|0.536
8695.epics.Radiator A|1.00
8705.epics.Halo L upstream|1954
8705.epics.bpm_2_x|0.019
8363.timecorr|2676.40649
7720.time|1943.72925
7939.time|1918.77917
8066.time|1251.69934
8185.time|4908.30713
5033.filename|r5033.evt
5317.energy|4 GeV
5375.date|898593540
5442.size|155 Mb
5617.filename|r5617.evt
6241.size|20.6 Mb
6330.trigger|Standard Data
6625.comment|cosmic
6662.date|933134040
7452.trigger|Standard Data
7488.filename|r7488.evt
7496.energy|5.65 GeV
7621.trigger|cosmic
7665.energy|5.65 GeV
7766.archive|mss + hpss
7790.size|1037.2 Mb
7808.size|10.4 Mb
7814.archive|mss
8109.energy|5.65 GeV
8157.size|9.4 Mb
8161.archive|mss
8202.energy|5.65 GeV
8228.date|961209000
8319.filename|r8319.evt
8403.comment|
8470.filename|r8470.evt
7675.uconn.pvfs0.filename|r7675
7825.uconn.pvfs0.date|971150580
7833.hpss.size|300548096
8007.hpss.size|964689920
8112.hpss.date|972117840
8322.hpss.filename|r8322.evt
8345.uconn.pvfs1.size|948428800
7978.jlab.jcache.date|971454780
8350.jlab.jcache.filename|r8350.evt
8373.jlab.jcache.date|971213160
8011.uconn.pvfs0.date|972508020
8238.uconn.pvfs0.filename|r8238
8101.jlab.jcache.size|524288
8662.uconn.pvfs1.filename|r8662
7645.epics.thermionic gun|-50.000
7648.epics.bpm_1_y|-8.379
7650.epics.bpm_2_y|0.225
7660.epics.bpm_2_x|-0.598
7858.epics.Radiator out|0
7874.epics.C slit position|8.00
7875.epics.B slit position|17.00
7895.epics.beam energy|5653
7914.epics.Halo R upstream|963
7916.epics.Master OR|29
7944.epics.bpm_2_i|130.051
7952.epics.Tagger dump U|1687245
7953.epics.TimeStamp|Sat Jun  3 16
7999.epics.Radiator out|0
8008.epics.TimeStamp|Mon Jun  5 02
8009.epics.Tagger dump U|1658349
8048.epics.Radiator B|0.00
8063.epics.Radiator A|0.00
8089.epics.Radiator A|0.00
8092.epics.Halo L upstream|712
8125.epics.Radiator out|0
8141.epics.Radiator B|1.00
8180.epics.Radiator A|0.00
8207.epics.bpm_2_x|-7.074
8241.epics.beam energy|5653
8242.epics.Tagger dump L|26719
8255.epics.bpm_2_y|0.000
8275.epics.bpm_1_x|-1.474
8323.epics.Tagger dump R|252970
8326.epics.tagger current|2046.66
8330.epics.Halo U upstream|10482
8340.epics.bpm_1_i|75.869
8382.epics.Halo D upstream|7
8393.epics.Halo R upstream|766
8415.epics.Radiator D|0.00
8419.epics.Halo U upstream|10213
8435.epics.TimeStamp|Thu Jun 29 16
8441.epics.Halo L upstream|896
8548.epics.Halo L upstream|880
8596.epics.Radiator B|0.00
8622.epics.A slit position|-1.00
8626.epics.bpm_1_x|-0.836
8634.epics.beam energy|5653
8637.epics.Tagger dump L|363
8689.epics.Radiator C|0.00
8695.epics.Radiator B|0.00
8709.epics.Radiator out|0
7914.timecorr|343.672882
8393.timecorr|2582.85229
7435.time|1279.57019
4898.date|892738020
5031.energy|out of beam
5291.archive|mss
5309.trigger|Standard Data
5337.filename|r5337.evt
5553.comment|production 
5615.energy|4 GeV
5673.date|899356320
6299.comment|
6574.comment|laser pulser; adc gate at 175
6758.size|406.1 Mb
7282.trigger|Standard Data
7511.comment|
7567.trigger|Standard Data
7609.comment|end run to load new HV
7695.trigger|Standard Data
7700.comment|
7824.archive|mss + hpss
7851.date|959854020
7919.size|210.0 Mb
7990.date|960150000
8010.archive|mss + hpss
8232.trigger|Standard Data
8301.filename|r8301.evt
8472.energy|5.65 GeV
8661.trigger|Standard Data
8700.date|965019540
7558.date|959321820
7427.uconn.pvfs0.filename|r7427
7795.uconn.pvfs0.size|825718896
7934.uconn.pvfs0.date|971172420
8187.hpss.size|962330624
8342.uconn.pvfs1.filename|r8342
8499.hpss.size|1052901376
8558.hpss.size|1140326400
8618.hpss.date|968944980
8622.hpss.filename|r8622.evt
7833.jlab.jcache.size|300548096
8007.jlab.jcache.size|964689920
8641.jlab.jcache.filename|r8641.evt
8081.uconn.pvfs0.date|972509280
8188.uconn.pvfs0.date|972519240
8216.jlab.jcache.filename|r8216.evt
8455.jlab.jcache.date|972575160
8337.uconn.pvfs1.size|774799360
8039.uconn.pvfs0.size|0
7648.epics.bpm_1_x|18.127
7650.epics.bpm_2_x|-0.607
7660.epics.bpm_2_y|0.212
7695.epics.TimeStamp|Sat May 27 18
7695.epics.beam current|0.034
7763.epics.Halo U upstream|40685
7774.epics.tagger voltage|106.40
7789.epics.Halo U upstream|40579
7802.epics.tagger voltage|106.00
7821.epics.Halo R upstream|910
7822.epics.C slit position|8.00
7831.epics.Radiator out|0
7832.epics.bpm_1_i|0.000
7835.epics.Tagger dump L|127409
7852.epics.Tagger dump U|1615126
7894.epics.Helium pressure|0.62
7900.epics.B slit position|17.00
7953.epics.Halo L upstream|751
7968.epics.Halo R upstream|933
7993.epics.Tagger dump U|1658401
8001.epics.Tagger dump L|47434
8005.epics.Radiator out|0
8006.epics.bpm_1_i|130.031
8008.epics.Halo L upstream|769
8015.epics.Halo R upstream|0
8048.epics.Radiator C|0.00
8141.epics.Radiator C|0.00
8164.epics.Halo U upstream|9944
8179.epics.bpm_2_i|131.091
8207.epics.bpm_2_y|1.556
8210.epics.bpm_2_i|0.000
8224.epics.Master OR|29100495
8232.epics.TimeStamp|Sat Jun 17 01
8232.epics.beam current|76.425
8240.epics.Helium pressure|0.76
8255.epics.bpm_2_x|0.000
8259.epics.Halo D upstream|11194
8275.epics.bpm_1_y|0.552
8292.epics.Tagger dump R|289509
8305.epics.beam energy|5653
8322.epics.A slit position|-1.00
8369.epics.B slit position|16.53
8435.epics.Halo L upstream|896
8438.epics.Radiator out|0
8462.epics.tagger current|2045.00
8580.epics.Radiator D|0.00
8596.epics.Radiator C|0.00
8626.epics.bpm_1_y|-0.026
8635.epics.Helium pressure|0.48
8647.epics.bpm_2_i|76.302
8661.epics.TimeStamp|Thu Jul 27 08
8661.epics.beam current|74.973
8689.epics.Radiator B|0.00
8695.epics.Radiator C|0.00
8703.epics.Tagger dump U|0
8720.epics.Radiator out|0
7904.timecorr|264.509277
7472.time|1219.11011
7605.time|1229.78027
8266.time|0.
4903.trigger|Standard Data
5045.energy|4 GeV
5092.trigger|Standard Data
5203.date|898211880
5232.energy|4 GeV
5480.filename|r5480.evt
5569.comment| 
5601.archive|mss
6283.filename|r6283.evt
6548.filename|r6548.evt
6603.size|99.5 Mb
6646.energy|none
6677.date|933186300
6694.filename|r6694.evt
7155.trigger|Standard Data
7307.comment|probably messed up by the trigger
7379.date|959127780
7613.filename|r7613.evt
7758.comment|
7863.archive|mss
7923.comment|cosmics
7984.archive|mss + hpss
8056.comment|cosmics
8138.archive|mss + hpss
8197.comment|
8352.trigger|min bias
8455.date|963158040
8461.size|467.7 Mb
8485.comment|
8505.archive|mss + hpss
8528.size|1089.0 Mb
8562.comment|
8714.archive|mss
5108.date|897883200
7527.uconn.pvfs0.size|205934076
7841.uconn.pvfs0.date|971046660
7894.hpss.date|971215620
7945.uconn.pvfs0.filename|r7945
7948.uconn.pvfs0.date|971226420
8635.hpss.date|969902040
8642.uconn.pvfs1.size|943063040
8319.hpss.size|629145600
7832.jlab.scratch.size|1144520704
8116.uconn.pvfs0.date|972512760
8473.jlab.jcache.filename|r8473.evt
8687.uconn.pvfs1.date|972601140
7714.uconn.pvfs0.size|238565448
7713.epics.bpm_2_y|0.000
7759.epics.beam current|0.027
7785.epics.Halo L upstream|82
7850.epics.bpm_2_i|129.669
7856.epics.A slit position|-1.00
7875.epics.bpm_1_i|134.974
7900.epics.Halo U upstream|10207
7905.epics.beam energy|5653
7912.epics.Helium pressure|0.79
7914.epics.Radiator A|0.00
7922.epics.beam current|0.009
7932.epics.Halo D upstream|10961
7976.epics.B slit position|17.43
7985.epics.tagger current|2046.66
7991.epics.bpm_2_i|130.326
7997.epics.A slit position|-1.00
8021.epics.B slit position|3.49
8057.epics.beam current|0.009
8087.epics.Halo D upstream|10565
8126.epics.Halo R upstream|42
8139.epics.tagger current|2046.66
8168.epics.Halo L upstream|0
8196.epics.beam current|0.008
8222.epics.C slit position|-1.00
8228.epics.Radiator out|0
8242.epics.Tagger dump R|716621
8249.epics.bpm_2_x|-0.545
8322.epics.Master OR|20535969
8323.epics.Tagger dump L|5834
8333.epics.Radiator C|0.00
8333.epics.bpm_1_y|0.554
8369.epics.Halo U upstream|10228
8393.epics.Radiator A|1.00
8504.epics.tagger current|2045.00
8533.epics.Tagger dump U|0
8617.epics.C slit position|-1.00
8637.epics.Tagger dump R|16661
8701.epics.bpm_2_i|77.371
8707.epics.A slit position|-1.00
8715.epics.tagger current|2045.00
7615.timecorr|638.425476
8298.timecorr|0.
7550.time|827.679871
7859.time|1397.69946
7998.time|1662.15027
8124.time|1146.10999
8708.time|6737.23633
4881.archive|DLT206 + mss
5129.date|897856320
5252.filename|r5252.evt
5281.comment|45 nA, no cpv 
5366.size|95 Mb
